0	46233994.124	
1	33429496.9639	
2	66549783.5223	
3	61654149.1405	
4	77251895.5817	
5	36043085.7684	
6	1247314038.36	
7	240813218.692	
8	183131407.74	
9	35662633.8634	
10	823417444.774	
11	26293419.5806	
12	159905919.581	
13	21353100.3149	
14	31077135.958	
15	28329220.0389	
16	419558055.742	
17	224943254.867	
18	998145803.359	
19	1039114927.32	
20	153594641.434	
21	33552577.6805	
22	27833048.0531	
23	295699039.237	
24	179726520.408	
25	246126857.765	
26	143494412.969	
27	598558931.296	
28	851910504.515	
29	948083927.571	
30	1414682317.65	
31	907000554.19	
32	332874276.806	
33	7286064.40896	
34	63215543.5965	
35	56346577.1384	
36	58809678.9445	
