0	3	10138.9284267
0	14	1818.2009732
0	2	14422.3596283
0	13	3907.61794802
0	16	3754.41955953
1	9	5532.35064633
1	11	2376.01800071
1	13	1650.18542015
1	24	11246.0915798
1	5	7305.23589506
2	8	4550.75103154
2	13	5056.68338599
2	0	14422.3596283
2	26	12450.4626971
2	16	11343.3533963
3	4	11659.0967523
3	20	124.941862829
3	18	10186.2038319
3	14	4444.07473692
3	0	10138.9284267
3	16	9359.90010078
4	3	11659.0967523
4	20	16709.5119761
4	15	1467.55213858
4	14	9278.69387058
5	9	3490.53624042
5	25	4248.05354722
5	24	4458.78986176
5	21	5819.0265302
5	1	7305.23589506
6	18	39715.5540042
6	16	21817.9620022
6	17	9960.64944574
-1	6	70830.9643503
7	16	1872.25717829
7	17	22467.2950834
7	32	28215.1529714
-1	7	11883.2232241
8	2	4550.75103154
8	13	4737.67528361
8	26	13687.0736901
8	27	13651.1887759
8	28	6748.67754544
8	24	13452.3336651
9	15	7086.0024159
9	11	7819.82233535
9	14	2540.79537633
9	5	3490.53624042
9	21	1718.04667004
9	1	5532.35064633
10	27	14628.9375243
10	29	29115.4362538
10	12	49326.2838787
10	32	6176.45990137
-1	10	46556.4879152
11	9	7819.82233535
11	14	4740.85431116
11	13	8299.07956627
11	1	2376.01800071
12	26	7123.9473561
12	27	9764.36027499
12	10	49326.2838787
12	32	24465.3784067
13	11	8299.07956627
13	14	1402.28430331
13	8	4737.67528361
13	2	5056.68338599
13	0	3907.61794802
13	1	1650.18542015
14	4	9278.69387058
14	3	4444.07473692
14	9	2540.79537633
14	11	4740.85431116
14	13	1402.28430331
14	0	1818.2009732
15	4	1467.55213858
15	20	4894.85832956
15	9	7086.0024159
15	22	3434.93551056
15	21	4655.63919679
16	3	9359.90010078
16	18	17376.441308
16	2	11343.3533963
16	0	3754.41955953
16	26	9379.71293649
16	7	1872.25717829
16	6	21817.9620022
16	17	27678.4898204
16	32	28349.963349
17	7	22467.2950834
17	6	9960.64944574
17	16	27678.4898204
-1	17	15772.8758839
18	3	10186.2038319
18	20	13084.5411897
18	19	40969.0344354
18	6	39715.5540042
18	16	17376.441308
-1	18	22819.2011974
19	20	9601.15953734
19	23	38552.6828812
19	18	40969.0344354
-1	19	61731.1692093
20	4	16709.5119761
20	3	124.941862829
20	23	7752.15521156
20	18	13084.5411897
20	19	9601.15953734
20	15	4894.85832956
20	22	6816.33138065
21	9	1718.04667004
21	15	4655.63919679
21	35	2542.87167439
21	22	5947.90423662
21	25	3401.50739503
21	5	5819.0265302
22	20	6816.33138065
22	23	252.082631868
22	15	3434.93551056
22	35	5770.10528573
22	21	5947.90423662
23	34	20139.9259478
23	20	7752.15521156
23	19	38552.6828812
23	36	9534.27998762
23	35	6820.84492986
23	22	252.082631868
-1	23	5768.77221843
24	8	13452.3336651
24	28	17715.8071365
24	25	10866.2942394
24	5	4458.78986176
24	1	11246.0915798
25	34	4406.82191692
25	35	15042.8054128
25	28	23238.6311466
25	24	10866.2942394
25	5	4248.05354722
25	21	3401.50739503
-1	25	12902.323554
26	8	13687.0736901
26	2	12450.4626971
26	27	10931.1107597
26	12	7123.9473561
26	16	9379.71293649
26	32	4782.21846939
27	8	13651.1887759
27	26	10931.1107597
27	29	30940.2827886
27	10	14628.9375243
27	12	9764.36027499
27	30	3702.23413285
27	28	22635.2792355
28	8	6748.67754544
28	27	22635.2792355
28	30	32007.8160471
28	25	23238.6311466
28	24	17715.8071365
-1	28	28881.2236041
29	27	30940.2827886
29	31	95967.6556975
29	10	29115.4362538
29	30	22341.398749
-1	29	10079.0819302
30	27	3702.23413285
30	29	22341.398749
30	31	16598.1686785
30	28	32007.8160471
-1	30	77353.6178073
31	29	95967.6556975
31	30	16598.1686785
-1	31	75564.0491023
32	26	4782.21846939
32	10	6176.45990137
32	7	28215.1529714
32	12	24465.3784067
32	16	28349.963349
-1	32	9559.54837519
33	34	1009.40798622
33	36	7466.67550055
33	35	2590.20705072
34	23	20139.9259478
34	36	14051.1017374
34	35	394.328335348
34	25	4406.82191692
34	33	1009.40798622
-1	34	19938.142686
35	34	394.328335348
35	23	6820.84492986
35	36	20998.2501283
35	22	5770.10528573
35	25	15042.8054128
35	33	2590.20705072
35	21	2542.87167439
36	34	14051.1017374
36	23	9534.27998762
36	35	20998.2501283
36	33	7466.67550055
