0	864	439	1353	
1	1322	764	2145	
2	1528	110	1657	
3	1671	147	1860	
4	991	52	1058	
5	674	1076	1800	
6	3488	1045	4640	
7	1551	782	2397	
8	3020	1716	4860	
9	1015	754	1814	
10	1418	1202	2694	
11	2170	2153	4414	
12	3415	1471	5027	
13	1782	1215	3066	
14	1773	1940	3802	
15	1275	1734	3081	
16	841	60	920	
17	871	754	1659	
18	933	630	1621	
19	620	336	991	
20	1205	101	1328	
21	1108	433	1575	
22	1228	1035	2327	
23	2152	575	2806	
24	1459	728	2250	
25	2188	771	3030	
26	1665	653	2371	
27	1061	255	1344	
28	1107	302	1450	
29	475	258	749	
30	634	468	1130	
31	748	472	1247	
32	4320	2550	7013	
33	2249	2149	4538	
34	825	1409	2305	
35	1597	1882	3616	
36	4060	2184	6442	
37	907	1447	2401	
38	1310	1050	2423	
39	2898	627	3592	
40	2946	674	3702	
41	2916	2628	5775	
42	1737	1780	3598	
43	2780	1370	4262	
44	635	555	1215	
45	834	420	1282	
46	1486	1677	3224	
47	877	906	1810	
48	593	792	1403	
49	666	566	1259	
50	712	601	1356	
51	1203	216	1454	
52	712	508	1248	
53	1722	542	2331	
54	1285	140	1450	
55	1091	349	1481	
56	800	163	1002	
57	906	364	1322	
58	1020	1071	2130	
59	1168	1361	2576	
60	1198	1035	2294	
61	2342	1311	3783	
62	1334	152	1517	
63	695	737	1477	
64	1872	779	2726	
65	1767	458	2276	
66	975	955	1956	
67	1640	735	2450	
68	1344	639	2031	
69	3890	1456	5550	
70	1448	139	1613	
71	1705	421	2222	
72	1382	156	1589	
73	925	293	1262	
74	845	419	1286	
75	1429	522	2000	
76	2169	492	2714	
77	1736	130	1897	
78	1600	650	2303	
79	1158	266	1466	
80	1180	183	1406	
81	1140	659	1850	
82	637	797	1470	
83	736	963	1719	
84	1075	815	1952	
85	2770	1340	4204	
86	636	625	1293	
87	1595	1751	3411	
88	1126	1161	2326	
89	871	423	1326	
90	1866	477	2396	
91	1901	99	2025	
92	1124	130	1289	
93	658	734	1413	
94	708	677	1411	
95	975	272	1279	
96	860	705	1601	
97	1025	888	1970	
98	772	187	991	
99	1285	236	1551	
100	1138	701	1882	
101	1069	435	1540	
102	3301	1202	4655	
103	1040	180	1249	
104	1796	208	2042	
105	1510	240	1798	
106	1089	216	1342	
107	1119	985	2145	
108	900	940	1892	
109	2037	823	2935	
110	1281	1286	2625	
111	1773	205	2013	
112	2148	509	2756	
113	718	632	1376	
114	2240	402	2699	
115	2065	455	2573	
116	1318	203	1546	
117	1354	54	1427	
118	1843	305	2189	
119	1354	156	1549	
120	1192	212	1446	
121	1431	440	1932	
122	547	548	1114	
123	1153	1013	2213	
124	756	950	1750	
125	1213	1383	2660	
126	1103	1151	2306	
127	763	331	1129	
128	834	235	1081	
129	1053	334	1429	
130	1083	972	2101	
131	668	578	1272	
132	1756	331	2175	
133	1393	95	1508	
134	734	930	1680	
135	1010	273	1323	
136	1147	425	1643	
137	804	540	1368	
138	1200	228	1477	
139	1323	1754	3144	
140	1345	343	1725	
141	1418	198	1656	
142	655	219	904	
143	1677	338	2067	
144	1409	764	2226	
145	572	248	845	
146	1152	810	2057	
147	1074	816	1943	
148	902	606	1567	
149	989	439	1473	
150	1354	100	1475	
151	1349	177	1571	
152	1585	97	1719	
153	1590	181	1808	
154	762	301	1091	
155	690	733	1451	
156	892	357	1281	
157	1633	1897	3657	
158	2502	2124	4808	
159	3747	663	4516	
160	720	924	1684	
161	1654	435	2156	
162	4039	3177	7419	
163	844	314	1188	
164	1463	355	1882	
165	1162	917	2118	
166	694	910	1626	
167	1001	724	1772	
168	1229	1324	2607	
169	1942	1924	3961	
170	1297	1286	2638	
171	2411	698	3236	
172	2017	2126	4295	
173	2021	1979	4115	
174	2001	2236	4427	
175	696	705	1441	
176	3082	1497	4669	
177	2793	886	3761	
178	1576	869	2490	
179	1691	1993	3809	
180	1575	1679	3385	
181	3440	493	4018	
182	4829	1570	6572	
183	5163	1323	6647	
184	2592	423	3079	
185	1809	665	2532	
186	1174	1293	2534	
187	1713	1641	3424	
188	763	1230	2060	
189	1020	305	1360	
190	900	316	1248	
191	1805	2291	4196	
192	1031	2095	3200	
193	1100	2125	3292	
194	3203	2478	5841	
