0	167	1886.45660277
0	148	7985.43769474
0	17	4482.99521013
0	19	7302.11042402
0	99	4008.82175034
1	101	8389.03157318
1	100	2718.97677451
1	149	9391.10226518
1	167	2899.86391791
1	148	1354.44714562
1	2	2375.20904155
2	102	5371.54411173
2	149	4490.07867705
2	1	2375.20904155
2	73	8779.51014533
2	133	5796.04689147
2	150	6377.51598135
2	99	3459.85954015
3	16	6585.37647818
3	119	4130.07648738
3	117	2706.64457624
3	70	2744.79988156
3	4	5619.79379371
3	69	5869.73400776
4	16	5394.71670974
4	117	5173.93703968
4	91	2911.4365492
4	3	5619.79379371
5	22	13171.8693956
5	78	144.88702579
5	176	14210.4394438
5	192	17467.5114724
5	37	3176.65170933
5	193	3412.76468692
6	85	16375.3711999
6	7	18266.7803908
6	181	17724.8354143
6	182	3184.21369823
6	151	5843.6909915
6	91	4895.96969884
7	85	25624.5034058
7	6	18266.7803908
7	8	19374.5213079
7	180	7238.56146433
7	182	3074.84196065
7	9	2557.92878269
8	7	19374.5213079
8	180	6620.73396043
8	9	5477.68602541
-1	8	33674.0531784
9	85	3977.59687702
9	7	2557.92878269
9	8	5477.68602541
9	74	9164.65417882
9	75	19385.704415
9	175	10729.4606541
-1	9	20216.3022248
10	46	7253.55737965
10	139	11876.8909179
10	84	11389.7680737
10	169	3728.07723159
10	170	7464.41007185
11	125	13989.7873418
11	160	8194.70795853
11	191	10381.5763108
-1	11	25618.1601359
12	73	10669.8558954
12	150	9536.82088469
12	175	20470.4879286
12	61	6561.28193435
12	36	14252.8056007
12	64	9869.57423006
12	161	17999.878656
-1	12	8109.20529304
13	162	3104.37390607
13	146	4513.1284242
13	145	3295.45385351
13	169	8450.38272489
13	63	16153.395501
-1	13	13948.0170297
14	124	1627.81057104
14	139	8405.17187383
14	168	7054.14943643
14	191	10549.6075472
14	170	6559.33086984
15	87	20814.6747072
15	97	7591.07131914
15	110	3121.04913558
15	130	2569.96479067
15	186	7727.36576888
16	119	11989.8589977
16	118	8509.56987525
16	184	2402.47769133
16	4	5394.71670974
16	3	6585.37647818
17	0	4482.99521013
17	94	1391.57824516
17	167	260.644775048
17	50	375.851151872
17	58	6295.15710798
17	123	5501.08877344
17	60	5865.72260966
17	59	3947.12619073
17	19	1153.42269856
18	60	6839.29262755
18	138	8595.75585548
18	19	7779.05711422
18	99	1877.39695214
19	0	7302.11042402
19	18	7779.05711422
19	17	1153.42269856
19	99	5064.97051628
20	153	5930.78539694
20	54	1239.50777803
20	120	3932.06353044
20	111	8484.08317171
20	77	1516.43445862
20	156	10777.6451247
20	40	3337.18887273
21	141	3885.48674364
21	79	2144.90717637
21	56	4811.43899662
21	163	5613.7435828
21	153	6077.0061926
21	54	6187.00062867
21	190	1277.63884548
22	78	17811.6493032
22	5	13171.8693956
22	37	1862.06405582
22	38	11630.4550627
23	39	8942.78560891
23	171	9230.63985708
23	183	8035.00411159
-1	23	11796.3048524
24	159	9432.66696637
24	182	5413.78946246
24	25	9605.38957603
