0	726	492	1308	
1	1108	877	2064	
2	1533	75	1636	
3	1653	134	1837	
4	984	34	1033	
5	595	1125	1775	
6	3452	990	4575	
7	1450	825	2360	
8	2798	1823	4789	
9	968	760	1777	
10	1175	1381	2649	
11	1852	2337	4312	
12	3202	1512	4918	
13	1597	1291	2996	
14	1499	2107	3703	
15	1055	1879	3013	
16	849	37	902	
17	711	854	1607	
18	773	747	1583	
19	508	393	957	
20	1214	82	1318	
21	1067	432	1541	
22	1106	1093	2287	
23	2054	595	2764	
24	1323	795	2210	
25	2131	754	2991	
26	1574	694	2340	
27	1055	242	1322	
28	1070	299	1430	
29	431	265	729	
30	521	553	1114	
31	618	559	1212	
32	3892	2769	6882	
33	1863	2437	4443	
34	564	1672	2283	
35	1089	2337	3538	
36	3671	2326	6294	
37	785	1516	2358	
38	1218	1077	2373	
39	2812	614	3542	
40	2894	654	3655	
41	2309	3136	5659	
42	1337	2093	3522	
43	2417	1589	4135	
44	532	631	1191	
45	760	462	1261	
46	1202	1887	3174	
47	694	1020	1757	
48	473	900	1389	
49	531	651	1238	
50	591	688	1329	
51	1158	214	1423	
52	589	595	1213	
53	1475	686	2265	
54	1282	115	1437	
55	1039	367	1462	
56	766	170	979	
57	803	428	1300	
58	824	1204	2084	
59	926	1518	2505	
60	975	1178	2236	
61	2177	1380	3711	
62	1330	126	1495	
63	607	782	1440	
64	1789	768	2666	
65	1721	438	2233	
66	787	1071	1905	
67	1356	926	2370	
68	1075	802	1969	
69	3276	1846	5408	
70	1400	130	1584	
71	1547	491	2163	
72	1312	166	1556	
73	873	307	1245	
74	814	411	1268	
75	1411	502	1980	
76	2134	450	2668	
77	1739	94	1876	
78	1530	670	2281	
79	1124	268	1441	
80	1172	167	1387	
81	1017	744	1821	
82	533	870	1447	
83	571	1081	1680	
84	934	902	1917	
85	2678	1331	4130	
86	562	682	1278	
87	1317	1962	3347	
88	931	1281	2272	
89	833	420	1303	
90	1607	619	2332	
91	1912	65	2006	
92	1089	117	1260	
93	511	848	1379	
94	558	789	1382	
95	950	278	1263	
96	752	764	1566	
97	900	961	1939	
98	735	207	982	
99	1260	229	1528	
100	929	826	1821	
101	883	530	1488	
102	2712	1550	4492	
103	985	191	1230	
104	1782	178	2009	
105	1438	260	1758	
106	1075	198	1321	
107	933	1107	2104	
108	740	1042	1844	
109	1903	842	2871	
110	1074	1426	2568	
111	1759	173	1984	
112	2010	569	2710	
113	595	709	1355	
114	2170	411	2667	
115	2004	465	2553	
116	1313	165	1525	
117	1329	40	1400	
118	1851	267	2166	
119	1333	123	1513	
120	1131	211	1408	
121	1190	574	1872	
122	448	601	1079	
123	943	1167	2170	
124	620	1038	1709	
125	959	1565	2607	
126	865	1305	2260	
127	721	347	1111	
128	826	210	1067	
129	1004	329	1394	
130	894	1107	2053	
131	564	637	1246	
132	1515	453	2114	
133	1389	71	1491	
134	570	1052	1645	
135	916	299	1286	
136	1037	462	1597	
137	661	636	1330	
138	1140	261	1457	
139	1088	1916	3088	
140	1328	326	1705	
141	1393	194	1635	
142	631	217	888	
143	1662	325	2050	
144	1293	815	2187	
145	531	258	829	
146	998	919	2019	
147	914	926	1901	
148	719	729	1526	
149	823	527	1431	
150	1338	87	1450	
151	1362	145	1551	
152	1576	80	1700	
153	1553	167	1780	
154	715	312	1068	
155	547	844	1419	
156	862	354	1257	
157	1258	2192	3560	
158	2022	2502	4701	
159	3670	654	4444	
160	602	997	1652	
161	1627	434	2133	
162	3452	3524	7248	
163	797	300	1160	
164	1323	425	1837	
165	941	1068	2063	
166	559	996	1587	
167	805	836	1721	
168	1012	1448	2541	
169	1620	2136	3882	
170	1066	1438	2577	
171	2137	825	3122	
172	1551	2484	4197	
173	1505	2402	4041	
174	1461	2691	4325	
175	639	733	1424	
176	2959	1474	4582	
177	2699	883	3711	
178	1511	878	2454	
179	1330	2313	3758	
180	1309	1860	3302	
181	3454	439	3971	
182	4618	1625	6467	
183	4959	1342	6534	
184	2597	372	3041	
185	1716	683	2488	
186	1013	1372	2465	
187	1508	1745	3360	
188	628	1311	2015	
189	918	347	1323	
190	801	352	1204	
191	1503	2514	4119	
192	890	2161	3142	
193	927	2207	3222	
194	2839	2650	5713	
