0	1443157.0718	518361.086054	
1	1443838.16581	527180.147133	
2	1435665.57475	530379.190541	
3	1449587.19594	550335.158736	
4	1448290.4116	555948.299892	
5	1507144.28721	532154.104925	
6	1433285.03303	571211.688472	
7	1420410.1108	576261.791997	
8	1413039.26406	579997.766508	
9	1406511.08348	558961.802041	
10	1451867.97954	486885.23459	
11	1477794.09685	482724.744552	
12	1412133.9863	520276.69809	
13	1437330.28342	481448.73415	
14	1459781.60279	479443.951479	
15	1478737.48605	498973.448235	
16	1454177.67552	556383.869106	
17	1448745.40909	513446.993332	
18	1441770.22919	511093.108545	
19	1441297.94481	514876.273375	
20	1473999.54586	553512.0259	
21	1475204.59546	543254.465326	
22	1498240.66281	529245.343482	
23	1492976.0896	578272.663726	
24	1459971.99548	585247.823534	
25	1462635.3308	592362.96946	
26	1472799.07779	590905.575295	
27	1482237.56223	530646.044536	
28	1479443.51787	524630.645765	
29	1474059.92793	523798.222917	
30	1471191.11837	516037.439963	
31	1468389.68035	523072.387851	
32	1475212.11405	598145.595494	
33	1460658.8339	604443.897277	
34	1426432.87141	631457.699879	
35	1434674.3687	641155.282644	
36	1398466.80648	506008.985128	
37	1497102.73022	516975.254343	
38	1493774.39158	523896.020663	
39	1494591.82527	568991.587525	
40	1487135.31546	563711.97203	
41	1455860.61574	626559.768428	
42	1464446.51066	633060.825795	
43	1451648.48988	641185.680329	
44	1466751.92352	515129.473937	
45	1468938.4616	510475.782055	
46	1459765.22019	498097.479304	
47	1462418.40739	508016.787213	
48	1458050.97353	515540.669511	
49	1458949.73514	511309.608898	
50	1452734.04236	506646.658974	
51	1475888.46968	532149.845161	
52	1455108.01812	533807.521752	
53	1455734.93248	536287.992621	
54	1477281.66191	547571.231821	
55	1485320.7569	545718.681042	
56	1470226.6408	540487.464617	
57	1466395.82661	527014.992069	
58	1452413.06381	517725.299857	
59	1448387.04042	506296.014719	
60	1444498.88772	508267.323077	
61	1416351.40383	502386.146527	
62	1433841.73057	506460.468158	
63	1431650.08394	494993.095361	
64	1420902.37725	509164.369691	
65	1429604.87935	516269.157948	
66	1451691.30038	529595.36104	
67	1449155.93096	536280.723423	
68	1445898.04885	534268.979036	
69	1447118.7828	544433.099672	
70	1443178.30841	549734.85516	
71	1452040.59991	541970.874327	
72	1457353.67955	545273.948231	
73	1429494.29602	525077.468847	
74	1418289.46308	550867.973297	
75	1417140.15638	559994.94269	
76	1426901.98282	556457.544306	
77	1469905.83793	558689.603269	
78	1492346.62276	533409.724557	
79	1478561.57709	537443.429533	
80	1482842.74304	536802.218968	
81	1474663.38607	512583.816663	
82	1452837.29138	495730.214757	
83	1457801.4487	503258.498005	
84	1446573.00562	487900.782594	
85	1421331.56959	568214.992641	
86	1466544.79266	491571.503894	
87	1473840.56585	493195.935656	
88	1447483.13954	499596.978112	
89	1486076.61068	526541.140634	
90	1460487.89337	541291.674325	
91	1443975.0542	562277.099459	
92	1462124.4142	532031.614071	
93	1456238.56301	530254.091875	
94	1451458.94636	521635.838865	
95	1487066.40445	536270.151835	
96	1477392.32242	508611.883536	
97	1484112.164	505613.403802	
98	1438682.84124	500553.050669	
99	1436810.43508	517080.374655	
100	1448450.78756	529329.621848	
101	1444254.97721	531045.830791	
102	1442356.03287	536789.571121	
103	1437319.97976	544839.463264	
104	1426902.88309	545741.244563	
105	1438727.46547	548522.356041	
106	1480908.88422	513765.095385	
107	1464869.78768	498557.63007	
108	1449804.66263	497123.346423	
109	1485480.9081	518535.702829	
110	1472259.40791	505072.535579	
111	1479510.373	551496.289404	
112	1480594.86458	565894.538342	
113	1472533.18947	519451.340915	
114	1467298.23733	573676.10271	
115	1463499.73658	575777.005803	
116	1433716.9593	554977.462553	
117	1444497.65841	555410.01324	
118	1459369.72469	563686.498319	
119	1459264.06028	554240.383326	
120	1466534.22697	549463.421932	
121	1457943.9229	538441.618041	
122	1455839.74655	506361.043246	
123	1453631.94295	510906.588354	
124	1466849.90863	485548.808323	
125	1475816.5864	487987.594891	
126	1441999.07567	498845.285247	
127	1487953.70407	528741.336921	
128	1492196.20264	538340.211194	
129	1476982.25118	520462.429518	
130	1471096.81564	500540.936357	
131	1465118.23301	509830.836018	
132	1462071.52716	549810.758247	
133	1436282.87444	538828.605109	
134	1454264.31863	526877.807668	
135	1470804.93138	535006.079397	
136	1469861.45579	529161.803284	
137	1462291.26655	526901.755245	
138	1440090.61181	506025.882259	
139	1459952.50027	487589.261162	
140	1486301.21851	550405.651333	
141	1484127.48629	541343.581909	
142	1482624.98919	522123.611249	
143	1470795.41267	567524.617964	
144	1469310.18345	585457.788845	
145	1439497.54281	492024.014249	
146	1441836.99611	487885.916402	
147	1464903.70583	520156.563248	
148	1443150.85362	521815.255484	
149	1441961.93517	525265.437503	
150	1422937.87095	536676.205459	
151	1437431.87403	558743.695305	
152	1466627.70537	557945.366165	
153	1471686.14103	547921.917517	
154	1476968.23815	528475.587041	
155	1461534.19469	495090.167375	
156	1476239.4057	559481.038166	
157	1449916.34205	620479.539865	
158	1439524.68052	604065.407582	
159	1455923.36278	577640.517243	
160	1489451.65803	493812.837192	
161	1422381.59121	515689.607561	
162	1448857.16459	469245.342702	
163	1473724.88712	539055.271751	
164	1464440.29615	536421.706002	
165	1459561.31664	525063.939722	
166	1458298.16915	520398.684933	
167	1448522.3835	522781.263588	
168	1456770.21119	472864.848548	
169	1445717.06636	478748.981575	
170	1452285.15408	480433.417081	
171	1484327.78655	573845.280336	
172	1427849.01296	615673.513691	
173	1441148.80252	613846.651933	
174	1436642.01011	627128.754328	
175	1407514.45919	536781.718181	
176	1508170.61611	543716.849701	
177	1497234.18646	547586.879766	
178	1493873.27083	557859.972455	
179	1455948.20879	614190.571836	
180	1428495.00828	595754.093362	
181	1443023.69607	574133.09704	
182	1445243.6412	586334.915753	
183	1481182.47944	582985.710218	
184	1452753.7534	567361.943656	
185	1466544.35413	584815.094492	
186	1487205.20325	498250.793264	
187	1490630.89891	511590.762761	
188	1498649.26806	503493.823024	
189	1466546.75601	540957.682505	
190	1465214.33302	544197.745908	
191	1466040.29663	476469.542158	
192	1521587.75264	531907.150382	
193	1508152.76302	515522.920713	
194	1396511.00536	489931.384358	
