0	244	591	835
1	473	1336	1809
2	870	1892	2762
3	2469	2497	4966
4	953	1627	2580
5	1007	171	1178
6	991	1933	2924
7	2019	2101	4120
8	960	1888	2848
9	1250	1316	2566
10	922	942	1864
11	732	1424	2156
12	252	750	1002
13	233	398	631
14	717	1231	1948
15	262	728	990
16	336	896	1232
17	164	546	710
18	1138	1438	2576
19	409	814	1223
20	513	1583	2096
21	644	1555	2199
22	414	1007	1421
23	881	933	1814
24	9620	10203	19823
