0	279	929	1267
1	429	1760	2253
2	798	2363	3268
3	2612	2786	5658
4	780	1837	2759
5	742	164	933
6	986	2121	3219
7	1821	2025	4026
8	948	2326	3388
9	1081	1808	3022
10	748	1295	2150
11	661	1769	2510
12	198	900	1136
13	208	475	699
14	604	1474	2176
15	231	871	1154
16	306	1123	1492
17	119	625	774
18	1066	1721	2903
19	330	1064	1446
20	494	2079	2684
21	550	1880	2580
22	325	1235	1659
23	840	792	1704
24	8009	11871	20236
