0	203	381	584
1	521	1136	1657
2	834	1599	2433
3	2289	2216	4505
4	1105	1467	2572
5	1141	162	1303
6	1023	1857	2880
7	2130	2130	4260
8	916	1515	2431
9	1314	1280	2594
10	1108	1057	2165
11	708	1273	1981
12	297	675	972
13	264	351	615
14	739	1051	1790
15	309	613	922
16	341	760	1101
17	202	416	618
18	1158	1441	2599
19	387	648	1035
20	575	1301	1876
21	682	1401	2083
22	480	894	1374
23	930	907	1837
24	9580	9366	18946
