1320	483
1315	944
1316	353
1317	1444
1318	66
1321	327
1322	700
1323	424
1324	103
1325	817
1326	604
1319	1503
1327	3170
1328	309
1329	284
1330	182
1331	926
1332	101
1137	1641
1138	1798
1333	326
1334	661
1335	1296
1336	262
1337	383
1139	657
1140	663
1338	185
1339	931
1341	185
1342	1500
1343	503
1340	497
1344	207
1345	393
1346	3157
1686	20
1687	36
1688	158
1689	5
1690	55
1691	33
1692	185
1693	85
1694	81
1695	2
1696	580
1697	306
1698	76
1699	290
1700	99
1701	14
2090	0
2091	9
2092	3
2093	102
2094	10
2095	4
2096	5
581	316
580	158
579	1820
578	2410
577	2779
576	1600
575	1319
574	309
573	643
572	923
571	761
1583	3
1584	3
1585	1
1586	0
1587	0
1588	17
1589	2
1590	0
1591	5
1592	1
1593	1
1577	1
1578	11
1579	4
1580	3
1581	46
1582	50
50	0
51	19
52	0
53	67
59	4
60	0
61	0
62	0
63	577
64	3
65	9
76	7
77	1
78	7
79	0
80	7
81	1
82	4
83	0
2069	670
2070	730
2071	187
2072	1030
2073	319
2074	566
2075	77
2076	1009
2077	234
2078	534
2079	1338
2080	1425
2081	1145
2082	558
2083	838
2084	151
2085	563
2086	89
2087	109
2088	184
2089	349
22	1449
23	573
24	612
25	577
26	42
27	4614
28	808
29	1091
72	626
73	1191
74	1264
75	405
167	322
168	263
169	924
170	578
171	834
172	1136
173	1073
174	906
175	169
176	519
177	246
178	862
179	502
180	2034
181	1269
182	202
183	363
1530	290
1531	17
1532	166
1533	1279
1534	686
1535	1326
1536	565
1537	369
1538	689
1539	128
1540	124
1541	198
1542	464
1543	1526
1544	14
1545	233
1546	456
1547	1722
1548	780
1549	229
1550	269
1551	584
1552	6
1976	569
1975	102
1974	108
1973	141
1972	1109
1971	138
1970	94
1969	23
1968	153
1967	243
1966	7
1965	119
1964	50
1963	45
1962	99
1961	104
1960	318
1959	130
1958	11
1957	453
1956	47
1955	51
1954	520
1953	1793
1952	37
1951	44
1950	216
1949	136
1948	42
1947	48
1946	94
1945	497
1944	407
1943	75
1942	107
1941	94
1940	27
1939	431
1938	5
1937	26
1936	236
1935	23
1934	505
1933	107
1932	1
1931	139
1930	695
1929	4
1928	153
1927	1470
1926	149
1925	277
1916	53
1915	32
1914	150
1913	119
1912	67
1911	6
1910	52
1909	24
1908	37
1907	76
1906	132
1905	205
1898	733
1897	172
1896	649
1398	78
1399	1
1400	240
1401	391
1402	25
1403	155
1404	32
1405	59
1406	60
1407	165
1408	174
1409	378
1410	238
1411	44
1412	756
1413	196
1414	47
1415	218
1416	607
1417	365
1418	42
1419	37
1420	408
1421	45
1422	23
1423	11
1424	39
1425	17
1426	11
1427	10
1428	1081
1846	536
1840	1141
1839	1218
1837	995
1836	551
1830	513
1829	163
1828	568
1827	1049
1826	166
1825	150
1824	296
1811	179
1855	1284
1850	1199
1848	454
1810	1242
1872	405
1871	959
1870	48
1823	682
1822	212
1821	935
1869	685
1868	81
1854	1375
1853	1608
1852	180
1847	502
1851	144
1849	943
1867	288
1866	8
1865	25
