1	0	438	722	13
2	0	370	627	11
3	0	1134	986	35
4	0	620	993	20
5	0	651	1127	10
6	0	205	657	9
7	0	595	1124	10
8	0	423	694	20
9	0	212	683	16
10	0	327	1257	21
11	0	250	1096	18
12	0	474	433	14
13	0	299	1337	28
14	0	246	1036	15
15	0	428	922	14
16	0	407	1232	27
17	0	538	737	13
18	0	1015	806	11
19	0	586	1168	23
20	0	890	1889	70
21	0	1833	3130	75
22	0	790	289	6
23	0	298	256	1
24	0	302	337	3
25	0	379	215	3
26	0	38	455	5
27	0	2083	883	17
28	0	387	177	2
29	0	551	107	0
30	0	824	966	31
31	0	1004	1408	58
32	0	973	634	65
33	0	169	253	16
34	0	166	201	11
35	0	1233	773	101
36	0	790	282	36
37	0	1262	1176	63
38	0	97	159	6
39	0	865	1197	33
40	0	925	954	66
41	0	1211	1147	69
42	0	397	857	18
43	0	276	443	19
44	0	626	936	34
45	0	154	184	7
46	0	604	939	22
47	0	208	500	13
48	0	30	64	1
49	0	1188	788	95
50	0	32	162	2
51	0	147	479	6
52	0	50	250	3
53	0	498	906	25
54	0	768	1275	19
55	0	881	520	8
56	0	236	353	4
57	0	574	841	13
58	0	489	448	8
59	0	34	164	1
60	0	31	219	3
61	0	37	184	4
62	0	23	181	0
63	0	116	383	7
64	0	20	31	0
65	0	49	303	4
66	0	476	202	3
67	0	965	568	13
68	0	236	225	7
69	0	332	328	5
70	0	168	435	10
71	0	223	399	7
72	0	357	408	2
73	0	608	65	1
74	0	650	171	1
75	0	252	24	0
76	0	100	318	4
77	0	40	187	1
78	0	142	448	10
79	0	107	230	1
80	0	230	586	11
81	0	101	376	6
82	0	24	127	0
83	0	101	232	1
84	0	339	263	15
85	0	107	69	1
86	0	800	324	7
87	0	1413	460	16
88	0	2930	2232	55
89	0	501	467	13
90	0	333	472	3
91	0	888	1239	26
92	0	433	147	9
93	0	740	349	19
94	0	616	7	1
95	0	673	461	16
96	0	303	329	13
97	0	332	757	14
98	0	459	1809	39
99	0	285	606	12
100	0	665	1276	40
101	0	384	1388	33
102	0	171	997	23
103	0	508	871	27
104	0	671	1148	26
105	0	420	439	9
106	0	217	665	10
107	0	524	806	22
108	0	481	2098	34
109	0	210	628	10
110	0	993	707	33
111	0	750	1490	30
112	0	295	730	19
113	0	544	1571	24
114	0	208	792	14
115	0	427	1336	22
116	0	364	1163	36
117	0	1232	568	13
118	0	688	30	1
119	0	237	956	25
120	0	119	451	3
121	0	218	968	28
122	0	1384	583	19
123	0	1203	11	4
124	0	352	774	27
125	0	632	675	12
126	0	606	590	14
127	0	890	583	29
128	0	543	253	15
129	0	1019	823	23
130	0	1087	535	14
131	0	950	529	8
132	0	691	1139	20
133	0	957	1963	46
134	0	239	621	12
135	0	585	1407	15
136	0	357	1326	12
137	0	831	701	15
138	0	1344	1491	37
139	0	910	1594	35
140	0	1441	1648	43
141	0	301	821	6
142	0	1819	3150	65
143	0	416	1204	28
144	0	888	1160	25
