897	2397
896	1785
895	1676
894	2137
887	4397
886	4797
885	5105
884	2914
883	4007
923	3846
914	2323
913	1609
912	2527
911	3973
902	4115
901	4397
900	3150
882	1792
875	3983
874	3635
873	3953
872	2216
854	3110
853	2481
843	3073
842	3767
841	4544
840	1327
839	6987
838	3150
893	1968
892	1722
881	2297
858	1861
857	2868
837	4046
836	4267
835	4034
834	1610
833	2717
832	5082
831	2491
822	2082
815	5050
814	4178
813	2190
812	3798
852	1353
851	3189
850	2553
849	2555
848	2207
830	2014
829	3386
828	3101
821	1440
820	3436
819	1954
982	1713
981	3043
980	3308
979	2094
976	1925
975	2117
969	2732
968	4731
967	2561
963	2398
962	2344
961	4459
954	4490
953	3970
952	3447
951	2783
943	3047
942	2436
941	2835
940	4170
939	3489
933	3723
932	5858
931	4341
922	5006
921	2199
920	4433
919	2108
910	2397
909	3258
908	5518
899	3219
898	2602
209	568
210	499
211	1848
212	2364
213	1630
214	1738
215	2775
216	3341
217	2144
218	1847
219	1818
220	572
221	1604
222	3678
223	3681
224	677
225	1628
226	1342
237	1584
238	1412
239	1888
240	1830
241	3975
242	2197
243	1487
244	1571
245	772
246	3138
247	668
248	415
357	3767
358	10911
359	8829
360	5689
361	7315
362	12943
363	10373
364	5990
365	4892
366	11015
367	7464
368	17943
369	7547
184	37
185	3076
186	3815
187	1078
188	1758
189	4039
190	2438
191	2631
192	401
193	2203
194	2061
195	2674
196	1758
197	1906
198	3788
199	1020
200	1652
201	3454
202	1980
203	2449
204	504
205	2711
206	1646
207	1718
208	2811
249	1736
250	2303
251	1143
252	246
540	4216
539	3453
528	4702
527	1124
587	3723
586	5694
585	3914
584	4092
583	3198
582	2473
570	2896
569	1287
568	3358
567	3373
566	3681
559	3179
558	2924
557	4864
556	1576
555	2165
554	2776
553	2797
552	2724
551	2422
550	2084
549	2149
548	1232
547	4097
546	1937
545	1897
544	4403
543	6463
542	2809
541	3058
1715	658
1716	868
1714	3119
1717	1508
1718	1909
1719	686
1720	4116
1721	3202
1722	1310
1723	3308
1724	1912
1725	1141
1729	932
85	774
86	3895
87	5791
84	1498
88	15695
89	2604
90	1978
91	5740
92	1620
93	2289
94	926
95	2711
96	1431
1088	593
1089	948
1090	1021
1091	1211
1092	536
1093	785
1094	716
19	3912
1706	6995
1707	1840
20	6341
1708	2622
1709	3975
1710	5328
1711	1817
1712	6999
1713	2170
1726	1662
1727	4785
1730	4410
1731	5090
1732	5644
1733	5640
1734	4699
1728	4369
1735	4295
1736	4332
1702	8178
1737	5172
1738	10438
1739	8756
1740	8660
1741	8242
21	10611
1703	8928
1742	3527
871	6161
870	1974
869	2230
868	1839
867	2094
866	1359
865	738
864	2686
863	1495
862	8198
861	9428
860	1429
859	640
130	4445
131	4226
132	4793
133	6109
134	2292
135	4852
136	4075
137	4528
138	7226
139	5844
140	6312
141	2812
142	9508
143	3623
144	5555
145	2548
146	3067
147	1763
148	3061
149	3109
150	3907
151	1653
152	4216
153	1929
154	2056
155	6599
156	3818
157	7666
158	8701
159	5600
160	6509
161	3611
162	9510
163	5167
164	2888
165	1310
166	3990
1679	1074
1680	641
1681	2612
1682	2038
1683	1981
1684	907
1685	900
1845	6691
1844	10529
1843	10187
1842	18516
1841	11943
1241	1256
1242	1722
1243	5129
1244	1684
1245	2628
1246	2056
1247	5974
1248	5715
1249	2867
1250	2465
1251	1999
1252	3274
1253	3613
1259	1392
1260	2074
1261	3545
1262	3684
1263	1663
1264	1678
1282	2038
1283	1970
1284	1069
716	3255
715	2870
696	3334
695	2549
694	2035
693	2164
697	1429
692	2666
691	3725
690	2220
689	3950
688	1462
687	2244
686	3834
685	5105
684	1890
683	3762
682	2269
681	1757
670	1789
669	2228
668	3343
667	3014
666	3455
665	2990
664	3444
663	2970
662	2512
1347	1046
1348	3447
1349	2478
1350	2447
1351	1868
1352	2922
1353	1951
1354	4285
1355	2294
1356	3144
1357	1605
1358	5545
1359	2415
1360	2561
1361	2350
1362	3425
1363	1213
2332	2802
2333	466
2334	3858
2335	2668
2336	3828
2337	523
2338	1940
2339	2436
2340	2691
2341	802
2342	894
2343	2273
2344	2050
2345	3234
2346	3457
1076	543
1077	3078
1078	1174
1079	316
1080	1498
1081	1264
1082	4654
1083	1268
1084	1635
1085	1248
1086	917
1087	3169
1095	1256
1096	2689
1097	1262
1098	1100
1099	1177
1100	4386
1101	367
1102	1935
1103	4726
1104	511
1105	1516
1106	1515
1107	2065
2250	3625
2251	4306
2252	2781
2253	3797
2267	2423
2268	4140
2269	4109
2304	3234
2305	5710
2306	9269
2307	4743
2308	8790
2309	4037
2124	5273
2134	7842
2135	8598
2136	9345
2137	6473
2138	6793
2139	5109
2140	5638
2279	2124
2280	3152
2287	2699
2288	3685
2289	4860
2290	4555
2116	4950
2141	5192
2152	6335
2153	4160
2154	5479
2163	4584
2164	13193
2165	5961
2166	3341
1704	5644
2167	11571
2168	3764
2117	5964
2118	2111
2129	4162
2130	4740
2144	3248
2145	2377
2169	5194
2179	6639
2180	6349
2181	9696
1705	4976
2182	6672
2193	4861
2157	2644
2158	3012
2172	3675
2173	3514
2186	3505
2187	2269
2188	2340
2195	3183
2196	2192
2204	2197
2205	2903
2206	4234
2214	5117
2215	4226
2222	1965
2223	1810
2229	1933
2230	1846
2242	3088
2243	5121
2244	2599
2245	3035
2254	1921
2255	2253
2256	3259
2270	3873
2271	3480
2272	7980
2273	4690
2274	2274
2275	6081
2281	6607
2282	3509
2291	3004
2292	4647
2293	6799
2294	7304
2295	5110
2296	5016
2297	5619
2298	3317
2299	2373
2300	2517
2301	4301
2302	8936
